Num,Ara,Eng
2169,تعالى,0
2170,ورضى,show […] satisfaction
2171,عنه,him
2172,ونفعنا,and make us benefit
2173,به,from his
2174,في,in
2175,الدارين,this world and the next
2176,توطّن,settled
2177,تنبكت,Timbuktu
2178,في,in
2179,القرن,the […] century
2180,التاسع,ninth
2181,والله,0
2182,اعلم,0
2183,وعاصر,He was the contemporary of
2184,فيها,0
2185,كثيراً,a great number
2186,من,of
2187,الاشياخ,sheikhs
2188,منهم,including
2189,الفقيه,The jurisconsult 
2190,سيّدى,Sidi
2191,عبد الرحمن التميميّ,'Abderrahman-Et-Temîmi
2192,جدّ,grandfather of
2193,القاضى,the cadi
2194,حبيب,Habîb
2195,والفقيه,the jurisconsult 
2196,اند غمحمد,Anda-Ag-Mohammed 
2197,الكبير,the great
2198,جدّ,grandfather
2199,الفقيه,of the jurisconsult
2200,القاضى,the cadi
2201,محمود,Mahmoud
2202,لامّه,by his mother
2203,والفقيه,the jurisconsult
2204,عمر بن محمّد اقيت,'Omar-ben-Mohammed-Aqît
2205,والد,father of
2206,الفقيه,the […] jurisconsult
2207,محمّد,Mahmoud
2208,المذكور,aforementioned 
2209,والعلّامة,the […] learned
2210,القطب,the pole
2211,سيّدى,Sidi 
2212,يحي التادلسيّ,Yahya-Et-Tâdelsi
2213,وغيرهم,etc.
2214,قد,0
2215,بلغ,he reached
2216,الغاية,the […] degree
2217,القصوى,highest
2218,في,of
2219,العلم,science
2220,والصلاح,and virtue
2221,واخذ عنه,he had as disciples
2222,الفقيه,the jurisconsult
2223,عمر بن محمّد اقيت,'Omar-Anda-Ag-Mohammed-Aqît
2224,وسيّدى,and Sidi
2225,يحي,Yahya
2226,وقيل,it is said
2227,لا,not
2228,ينسلخ,let pass
2229,شهر,a […] month
2230,الّا,without
2231,ويختم,having […] read
2232,عليه,0
2233,تهذيب,the Tehdib
2234,البرادعىّ,of El-Berada‘i
2235,لكثرة,so many
2236,قرّائه,readers
2237,والبلد,the city
2238,حافلة,was full
2239,يومئذ,at that time
2240,بالطلبة,of […] students
2241,السودانيين,Sudanese
2242,اهل,people
2243,المغرب,of the west
2244,المجتهدين,full of ardour
2245,في,for
2246,العلم,science
2247,والصلاح,and for virtue
2248,حتّى,it was to such an extent that
2249,قيل,it is assured
2250,انّ,that
2251,معه,as him
2252,في,in
2253,روضته,the same enclosure
2254,ثلاثون,thirty
2255,كابريًّا,figures of Kabara
2256,مدفونون,buried
2257,كلّهم,all
2258,عالمون,learned
2259,صالحون,holy
2260,وروضته ,His resting place
2261,بين,between
2262,روضة,0
2263,ولّي الله,of the holy 
2264,تعالى,0
2265,الفقيه,jurisconsult
2266,الحاجّ احمد بن عمر ابن محمّد اقيت,El-Hadj-Ahmed-ben-'Omar-ben-Mohammed-Aqît 
2267,وبين,and
2268,موضع,the place where
2269,صلاة,the prayer
2270,الاستسقاء,for rain
2271,على ما,such is
2272,اخبرنا,given to us
2273,به,0
2274,شيخنا,by our master
2275,الزاهد,the ascetic
2276,الفقيه,the jurisconsult
2277,الامين بن احمد,El-Amin-ben-Ahmed
2278,اخ,brother of
2279,الفقيه,the jurisconsult 
2280,عبد الرحمن,'Abderrahman
2281,ردمهم,may […] be light to them
2282,"التراب،",the earth
2283,ولهذا,This
2284,الشيخ,sheikh
2285,المبارك,blessed
2286,كرامات,miracles
2287,كثيرة,many
2288,باهرة,remarkable 
2289,منها,of them
2290,انّ,0
2291,واحداً,a
2292,من,0
2293,طلبة,thaleb
2294,مرّاكش,from Merrakesh 
2295,يطلق,used to give free rein 
2296,لسانه,to his tongue
2297,فيه,against the sheikh
2298,ويذكره,and say
2299,بما,things
2300,لا ينبغّى,unseemly
2301,حتى,0
2302,يقول,calling
2303,فيه,him
2304,الكافّري,El-Kafiri
2305,بكسر,0
2306,الفاء,0
2307,المكسورة,0
2308,وهو,he
2309,ممّن,0
2310,له,had
2311,جاه,a regard
2312,بليغ,high
2313,وحظّ,and […] credit
2314,عظيم,great
2315,عند,among
2316,الامراء,the […] princes
2317,الشرفاء,Cherifian 
2318,ويسرّد,he read
2319,لهم,to whom
2320,صحيح,0
2321,البخاريّ,El-Bokhari
2322,في,during
2323,رمضان,Ramadan
2324,فسلّط,punished
2325,الله,God
2326,عليه,him
2327,الجذام,with elephantiasis
2328,وجلب,were summoned
2329,له,0
2330,الاطباء,doctors
2331,من,from
2332,كلّ,all
2333,جهة,over
2334,ومكان,0
2335,حتّى,so far as
2336,قال,to say
2337,واحد,one
2338,منهم,of them
2339,لا,would only
2340,يداويه,heal
2341,الّا,would only
2342,قلب,the heart
2343,الصبّى,of a child
2344,الادمّى,0
2345,ياكله,ate
2346,فكم,how many
2347,من,0
2348,صبيان,children
2349,ذبحهم,slaughtered
2350,له,0
2351,الامير,the prince
2352,يومئذ,of the time
2353,فما,but […] no
2354,نفع,it was […] avail
2355,فيه,0
2356,شىء,0
2357,حتّى,0
2358,مات,died
2359,منه,0
2360,في,in
2361,بيس,sad
2362,الحال,conditions
2363,والعياذ,forbid such a fate
2364,بالله,God
2365,روى,was reported
2366,ذلك,this
2367,عن,by
2368,العلّامة,the […] learned
2369,الفقيه,jurisconsult
2370,احمد بابا,Ahmed-Baba
2371,رحمه,have mercy on him
2372,الله,God
2373,تعالى,0
2374,ومن,another
2375,كراماته,miracle
2376,ما,which
2377,رويته,I heard told
2378,عن,by
2379,والدى,my father
2380,رحمه,0
2381,الله,0
2382,تعالى,0
2383,عن,from
2384,اشياخه,his masters
2385,انّه,0
2386,خرج,went out
2387,ذات يوم,one day
2388,من,in
2389,ايّام,0
2390,عشر,the […] ten
2391,ذى الحجّة,of dzou-'l-hiddja
2392,لشراء,to buy
2393,الاضحية,live animals for the festival of sacrifices
2394,وكانت,were
2395,منه,0
2396,في,on
2397,وراء,the other side
2398,البحر,of the river
2399,ومعه,with him
2400,واحُدُ,one
2401,من,of
2402,تلاميذه,his disciples
2403,فتخطّى,walk 
2404,على,on
2405,البحر,the river
2406,وتبعه,followed
2407,التلميذ,the disciple
2408,على ما,the example
2409,ظهر,given
2410,له,to him
2411,في,by
2412,الحال,some circumstance
2413,ممّا,of which
2414,الله,God
2415,تعالى,0
2416,عالم به,had the secret
2417,فغرق,and disappeared
2418,في,in
2419,وسط,the middle
2420,البحر,of the river
2421,بعد ما,at the moment when
2422,خرج,reached
2423,منه,0
2424,الشيخ,his master
2425,فصاح,called
2426,عليه,his disciple
2427,ومدّ,held out
2428,يده,his hand
2429,واخراجه,and pulled him out
2430,منه,of the water
2431,فقال,he said
2432,له,to him
2433,ما,what
2434,حملك,has led you
2435,على ما فعلت,to do this?
2436,فقال,replied
2437,لمّا,as
2438,رايتك,I saw you
2439,فعلتَ,you do it
2440,فعلتُ,do it
2441,انا,myself
2442,اذاً,0
2443,فقال,cried
2444,له,0
2445,اين,how
2446,قدمك,your foot
2447,من,with
2448,القدم,that
2449,الذى,of a man who
2450,ما,never
2451,تخطّى,walked
2452,في,in
2453,معصية,disobedience
2454,قط,never
2455,"انتهى،",0
2456,وقد,0
2457,رثاه,made his elegy
2458,يوم,on the day when
2459,مات,died
2460,رحمه,have mercy on him
2461,الله,God
2462,تعالى,0
2463,الشيخ,the sheikh
2464,الامام,the imam
2465,الولّي,the saint
2466,العارف,the enlightened one
2467,القدوة,the model
2468,المكاشف,the seer
2469,القطب,the pole
2470,الغوث,the help
2471,الجامع,the scholar
2472,السالك,the well-directed 
2473,السيّد,the […] lord
2474,الشريف,noble
2475,الربّانيّ,the divine
2476,سيّدي,Sidi
2477,يحي التادلسيّ,Yahya-Et-Tâdelsi 
2478,بابيات,in […] verses
2479,"وهى هذه،",the following
2480,تذكّر,Remember!
2481,ففى,is full
2482,التذكار,the memory
2483,جلّ,0
2484,الفوائد,useful
2485,وفى,in
2486,طيّه,its folds
2487,ورد,quech the thirst
2488,على,of
2489,خير,the elite
2490,وارد,of those who come to drink
2491,الم,have […] not
2492,تر,you […] seen
2493,سفْر,the trace
2494,الحثّ,ardor
2495,بالفضل,into being generous
2496,خصَّصُوا,is worth quoting
2497,وسفْر,the trace
2498,ذوى الافكار,left by thinkers
2499,احْظى,more worthy
2500,بزائد,of being esteemed
2501,تُفيء,restores
2502,لبّ,vigour
2503,المرء,to man
2504,طيبة,fragrence
2505,الصبا,east wind 
2506,فيلحق,then goes to join
2507,فتياناً,his companions
2508,ويقوى,and help them
2509,لساعد,with his arm
2510,وفى,0
2511,نقص,disappearance
2512,هذه,0
2513,الارض,worldly
2514,للحجر,mourning
2515,عبرة,intelligence
2516,من,in
2517,اطرافها,all countries
2518,يبدو,manifested in
2519,ومن,and in
2520,كلّ,all
2521,ماجد,men of value
2522,وبالقبض,by the death
2523,للنظّار,masters
2524,في,of
2525,العلم,science
2526,قبضه,have been affected
2527,وفى,in
2528,ذاك,this event
2529,انذار,the threat 
2530,يقارب,future
2531,الشدائد,misfortunes
2532,الطلاب,students
2533,علم,of the science
2534,الفقه,of law
2535,تدرون,you know
2536,ما,what
2537,الذى,0
2538,يثير,0
2539,هموم,sadness
2540,القلب,hearts
2541,من,among
2542,كلّ,0
2543,وافد,permeates
2544,يثير,that fills
2545,هموم,the sadness
2546,القلب,hearts
2547,فقد,the loss
2548,سُميْدَع,of this master
2549,فقيه,jurisconsult
2550,حليم,benevolent
2551,حامل,bearer
2552,للفرائد,jewels
2553,بحسن,with perfect
2554,تعليم,teaching
2555,مقرّب,brought […] together
2556,فهمه,whose intelligence
2557,وفتاق,discovered
2558,تهذيب,the Tehdib 
2559,بحسن,most fortunate
2560,الفوائد,indications
2561,محمّد,Mohammed
2562,الاستاذ,master
2563,مودب,Moaddib
2564,ذى النهى,the prudent man
2565,ربّاطاً,perseverance
2566,صبّاراً,patience
2567,امره,his rank
2568,في التزايد,raised
2569,فيا,0
2570,عجباً,possible
2571,هل,is it
2572,بعده,after him
2573,من,who
2574,مبيّن,explains
2575,ويا,O
2576,عرباً,Arabs
2577,هل,will we
2578,بعده,after him
2579,من,someone
2580,مجالد,to […] whip us?
2581,فلولا,if […] not
2582,التعزّى,to console
2583,بالنبّى,the Prophet
2584,وصحبه,his companions
2585,واعلام,the […] masters
2586,علم الدين,of religion
2587,منه,0
2588,وراشد,and the spiritual guides
2589,لحقّ,0
2590,الدمع,tears
2591,العين,eyes
2592,سيح,flow
2593,على,as
2594,الولا,0
2595,لافناء,disappear
2596,اشباح,bodies
2597,واطفاء,extinguished
2598,واقد,torches
2599,لقد اظلم,was darekend
2600,الورى,the world
2601,وبانت,made manifest
2602,همومه,its sorrows
2603,صبيحة,morning
2604,اسرى,spread
2605,نفيه,his death
2606,فى,among
2607,الاساود,the teachers
2608,اينكر,would refuse
2609,ذو حجر,intelligent man
2610,زحاماً,with the crowd
2611,لحمله,to […] carry him
2612,ففى,0
2613,السلف,the elders
2614,الاسى,were saddened
2615,قوىّ,0
2616,التكابد,hardships
2617,اذا,when
2618,انكسر,broke
2619,النعشان,the two stretchers
2620,من تحت,under
2621,سالم,a righteous man 
2622,ومن,who
2623,امّنا,had led us
2624,الغرّا,to Madinah
2625,زيادة,more than
2626,واحد,once
2627,وفي,by
2628,ذاك,doing so
2629,تعظيم,be honoring
2630,وحسن,a good deed
2631,تادّب,doing
2632,مع,to
2633,الصالح,the righteous man
2634,الموفى,who was faithful
2635,بعهد,to the pact
2636,المقالد,of the maitress
2637,اخواننا,o my brothers
2638,فادعوا,pray
2639,له,for him
2640,بتقّبل,may God grant
2641,وروح,rest
2642,وريحان,and quiet
2643,سنيّ,glorious
2644,الشاهد,0
2645,وبسط,may he enjoy
2646,برزق,a large abode
2647,في,in
2648,فراديس,paradise
2649,جنّة,0
2650,شهادة,testimony
2651,استاذ,to his mastery
2652,وطاعة,and as a reward
2653,عابد,for his submission
2654,عليه,may he receive
2655,من,from
2656,الرحمن,the Clement
2657,ذى,to whom belong
2658,المجد,the glory
2659,والعلى,and the sublimity
2660,سلام,a greeting
2661,بالطاف,full of benevolence
2662,عزيز,0
2663,الفوائد,profit
2664,وصلّى,shower his blessings
2665,اله,God
2666,العرش,of the Throne
2667,ربّي,the Lord
2668,بمنّه,0
2669,على,on
2670,خير,the best
2671,مبعوث,of his envoys
2672,وافضل,his most eminent
2673,شاهد,representative
2674,محمّد,Mohammed
2675,ألمختار,who has been chosen
2676,للختم,to complete
2677,رحمة,the work of mercy 
2678,بتتميم,0
2679,اخلاق,0
2680,كرام,noble
2681,المعاهد,predecessors
2682,وللال,for his family
2683,والاصحاب,his companions
2684,والتابع,and their successors
2685,الذى,those
2686,بحبّهمُ,for whose sake
2687,يدعـو,is raised
2688,دعاء,the prayer
2689,المعـاقـد,of the faithful
2690,انتهى,0
2691,نقلتها,which I have copied
2692,من,from
2693,خطّ,written in […] hand
2694,والدى,my father's
2695,رحمه,have mercy on him
2696,الله,God
2697,تعالى,0
2698,وعفى,and forgive
2699,عنه,him
2700,"بمنه،",by his grace
2701,ذكر,0
2702,نسب,Genealogy
2703,الشيخ,of Sheikh
2704,سيّدي,Sidi
2705,يحي,Yahya
2706,رحمه,have mercy on him
2707,الله,God
2708,تعالى,0
2709,ونفعنا,make us benefite
2710,به,0
2711,واعاد,and send them back
2712,علينا,to us
2713,من,from
2714,بركاته,his blessings
2715,في,in
2716,الدنيا,this world
2717,والاخرة,and the next
2718,وهو,his name was
2719,يحي بن عبد الرجيم بن عبد الرحمن الثعلبيّ بن يحي البكّاء ابن أبى الحسن علي بن عبد الله بن عبد الجبّار بن تميم بن هرمز ابن حاتم بن قصى بن يوسف بن يوشع بن ورد بطال ابن احمد بن محمّد بن عيسى بن الحسن بن علي بن ابى طالب,Yahya - ben-Abderrahim-ben-'Abderrahman-Ets-Tsa'alebi-ben-Yahia-El-Bekkaï-ben-'Abou'l-Hasan-'Ali-ben-Abdallah-ben-Abdeldjebbâr-ben-Temim-ben-Hormoz-ben-Hâtem-ben-Qosaï-ben-Youcef-ben-Youch'a-ben-Ouard-ben-Battâl-ben-Ahmed-ben-Mohammed-ben-Aïssa-ben-Mohammed-ben-El-Hasan-ben-'Ali-ben-'Abou-Tâleb
2720,كرّم,whiten
2721,الله,God
2722,وجهه,his face
2723,ورضى,and show […] satisfaction
2724,الله,0
2725,عنهم,to all
2726,ورحمهم,and mercy
2727,اجمعين,to all
2728,قدم,he came to
2729,تنبكت,Timbuktu
2730,والله,0
2731,اعلم,0
2732,في,at
2733,اوائل,the beginning
2734,دولة,of the government
2735,التوارق,of the Tuareg
2736,فتلقّاه,he was well received
2737,تنبكتك,by the Timbuktu-Koi
2738,محمّد نض,Mohammed-Naddi
2739,فاحبّه,who took him in in affection
2740,واكرمه,treated him well
2741,غاية,the greatest
2742,الأكرام,distinction
2743,فابتى,and had […] built
2744,مسجده,a mosque
2745,وجعله,and entrusted him
2746,اماماً,imam
2747,فيه,0
2748,فباغ,attained
2749,الغاية,the […] degree
2750,القصوى,highest
2751,فى,of
2752,العلم,knowledge
2753,والصلاح,virtue
2754,والولاية,and sanctity
2755,وانتشر,spread
2756,ذكره,his fame
2757,في,throughout
2758,الافاق,the universe
2759,والاقطار,countries
2760,وظهرت,were felt
2761,بركاته,his blessings
2762,الخاصّة,great
2763,والعامّة,and small
2764,فكان ذا,He performed 
2765,كرامات,miracles
2766,ومكاشفات,and […] double vision
2767,قال,said
2768,ابو,the fater
2769,البركات,of blessings
2770,الفقيه,the jurisconsult
2771,القاضى,the cadi
2772,محمود,Mahmoud
2773,ما,no one
2774,طرا قدم,set foot
2775,تنبكت,in Timbuktu
2776,قط,0
2777,الّا,no one
2778,وسيّدى,Sidi
2779,يحي,Yahya
2780,افضل,as eminent
2781,من,as
2782,صاحبه,0
2783,وقال,said
2784,ابنه,0
2785,الولّي,The saint
2786,الزاهد,the ascetic
2787,الفقيه,the jurisconsult
2788,الواعظ,the preacher
2789,ابو زيد عبد الرحمن,'Abou-Zeïd-'Abderrahman
2790,بن,son of
2791,الفقيه,the jurisconsult
2792,محمود,Mahmoud
2793,فواجب,It is the duty 
2794,على,of
2795,اهل,the people
2796,تنبكت,of Timbuktu
2797,ان,to
2798,يزوروا,visit
2799,روضة,the masoleum
2800,سيّدى,of Sidi
2801,يحي,Yahya 
2802,للتبرّك,in order to obtain its blessings
2803,في,0
2804,كل,every
2805,يوم,day
2806,ولو,even if
2807,كانت,they are
2808,منهم,from this city
2809,على,0
2810,مسافة,away
2811,ثلاثة,three
2812,أيّام,days'
2813,وفي,at
2814,بداية,the beginning
2815,امره,0
2816,رحمه,have mercy on him
2817,الله,God
2818,تعالى,0
2819,تخلّى,abstained
2820,عن,from
2821,المعاملات,trading
2822,ثمّ,but
2823,اشتغل,he […] engaged
2824,بها,in it
2825,في,at
2826,اخر,the end
2827,الحال,of his career
2828,واخبر,he used to say
2829,انّه,that
2830,قبل,until
2831,الاشتغال بها,he started trading
2832,يرى,he saw
2833,النبىّ,the Prophet
2834,صلّى,0
2835,الله,0
2836,عليه,0
2837,وسلّم,0
2838,كلّ,every
2839,ليلة,night
2840,ثمّ,then
2841,صار,0
2842,لا,only
2843,يراه,he saw him
2844,الّا,only
2845,مرّة واحدة,once
2846,في,0
2847,الاسبوع,a week
2848,ثمّ,then
2849,بعد,0
2850,شهر,a month
2851,مرّة,once
2852,ثمّ,then
2853,بعد,0
2854,سنة,a year
2855,مرّة,once
2856,وسئل,and […] he was asked
2857,ما,about
2858,السبب,the cause
2859,في,of
2860,ذلك,this
2861,قال,he said
2862,لا,only
2863,احسبه,I suppose
2864,الّا,only
2865,من,because of
2866,تلك,0
2867,المعاملات,my business
2868,فقيل,0
2869,له,0
2870,فهلّا,Why don't
2871,تركتَها,you give it up?
2872,قال,he said
2873,لا,I do not
2874,ما,0
2875,احبُّ,wish
2876,ان,to
2877,احتاج,be a burden
2878,الى,to
2879,الناس,anyone
2880,فانظر,See
2881,رحمنا,have mercy on […] us
2882,الله,God
2883,وايّاك,0
2884,الى,0
2885,مصيبة,how fatal
2886,المعاملة,trading
2887,مع انّ,although
2888,هذا,this
2889,الشيخ,sheikh
2890,المبارك,blessed
2891,يتحافظ,took […] care
2892,فيها,0
2893,من,against
2894,المحظورات,that which is illicit
2895,غاية,0
2896,ونهاية,0
2897,وانظر,See
2898,ايضاً,also
2899,الى,how
2900,ثقل,hard is
2901,الاحتياج,being dependent
2902,الى,on
2903,الناس,others
2904,كيف,since
2905,ترك,renounced
2906,هذا,this
2907,السيّد,master
2908,المبارك,blessed
2909,هذه,0
2910,المزيّة,favor
2911,العاليّة,high
2912,العظيمة,divine
2913,لاجله,because of this
2914,نسال,we ask
2915,الله,God
2916,العفو,to be forgiving
2917,والمعافات,and forgive us
2918,في,in
2919,الدارين,this world and the next
2920,"بمنّه،",the grace
2921,وروى,it is said
2922,انّه,that
2923,كان,he was
2924,في,0
2925,مدرسته,0
2926,ذات يوم,one day
2927,تحت,at the foot of
2928,الصومعة,the minaret
2929,من خارَج,outside
2930,يقرء,giving his lecture
2931,وحوله,surrounded
2932,عصابة,a group
2933,من,of
2934,الطلبة,students
2935,فاذا,when
2936,السحاب,the clouds
2937,ارتفع,rising
2938,وحصل على,threatened
2939,انزال,0
2940,المطر,rain
2941,حتّى,so […] that
2942,استعدّ,were preparing
2943,الطلبة,the students
2944,للقيام,to get up
2945,ثمّ,then
2946,ترعّد,the thunder […] rumbled
2947,فقال,said
2948,لهم,0
2949,على,0
2950,رسلكم,do not hurry
2951,فاسكنوا,stand still
2952,ولا,will not
2953,ينزل,fall
2954,هنا,here
2955,والملك,the angel
2956,يامره,commands it
2957,بالنزول,to […] fall
2958,في,in
2959,ارض,a country
2960,كذا,such and such
2961,فجاز على,passed
2962,حاله,0
2963,وحدّثنا,told us
2964,شيخنا,Our master
2965,الزاهد,the ascetic
2966,الفقيه,the jurisconsult
2967,الامين بن احمد,El-Amin-ben-Ahmed
2968,رحمه,have mercy on him
2969,الله,God
2970,تعالى,0
2971,انّ,that
2972,جوارى,maids
2973,الشيخ,the sheikh's
2974,سيّدي,0
2975,يحي,0
2976,طبخن,cooked
2977,حوتاً,a fish
2978,طريًّا,fresh
2979,من,from
2980,صبح,morning
2981,الى,until
2982,عشى,evening
2983,فلم,without
2984,توثّر,producing […] effect
2985,النار,the fire
2986,فيه,0
2987,شياً,the slightest
2988,فعجبن,them wonder
2989,بذلك,at this
2990,حتّى,as
2991,سمعه,he heard
2992,فقال,he said
2993,لهنّ,to them
2994,انّ,0
2995,رجلى,my foot
2996,مسّ,touched
2997,شياَ,something
2998,مبلولاً,wet
2999,في,through
3000,السقيفة,the vestibule
3001,حين,as
3002,اخرج,I passed
3003,لصلاة,to prayer
3004,الصبح اليوم,this morning
3005,لعلّ,perhaps
3006,هو,it was
3007,والنار,yet fire
3008,لا,cannot
3009,تحرق,burn
3010,ما,anything that
3011,مسّه,has touched
3012,جسدى,my body
3013,وروى,it is […] said
3014,انّ,that
3015,طلبة,the students
3016,سنكرى,of Sankore
3017,اذا,when
3018,جاءوه,came to him
3019,لاخذ,to receive
3020,العلم,lessons
3021,يقول,he would say
3022,يا,O
3023,اهل,people
3024,سنكرى,of Sankore
3025,كفاكم,you should be satisfied with
3026,سيدّي,Sidi
3027,عبد الرحمن التميميّ,'Abderrahman-Et-Temîmi
3028,وهو,this character
3029,جاء,had come
3030,من,from
3031,ارض,0
3032,الحجاز,the Hedjaz
3033,صحبة,in the company of
3034,السلطان,Sultan
3035,موسى,Mousa
3036,صاحب,king
3037,مَلِّى,of Melli
3038,حين,when
3039,رجع,returned
3040,من,from
3041,الحجّ,his pilgrimage to Mecca
3042,فسكن,he settled
3043,تنبكت,Timbuktu
3044,وادركه,and found
3045,حافلاً,full
3046,بالفقهاء,of […] jurisconsults
3047,السودانيين,Sudanese
3048,ولمّا,as soon as
3049,رءا,he realized
3050,انّهم,that they
3051,فاقوا,knew more
3052,عليه,than he did
3053,في,about
3054,الفقه,the law
3055,رحل,he left
3056,الى,for
3057,فاس,Fez
3058,وتفقّه,devoted himself to the study of Law
3059,هنالك,0
3060,ثمّ,then
3061,رجع,returned
3062,اليه,to
3063,فتوطّن,to settle
3064,فيه,0
3065,وهو,he was
3066,جدّ,the grandfather of
3067,القاضى,the cadi
3068,حبيب,Habib
3069,رحمهم,have mercy on them
3070,الله,God
3071,"تعالى،",0
3072,وفي,in
3073,السنة,the year
3074,السادسة والستّين بعد ثمانمائة,868
3075,توفّى,died
3076,سيّدي,Sidi
3077,يحي,Yahya
3078,وتوفّى,and […] died
3079,بعده,after him
3080,عن قريب,shortly
3081,صاحبه,his friend
3082,الشيخ,Sheikh
3083,محمّد نض,Mohammed-Naddi
3084,كما,as
3085,مرّ,mentioned before
3086,رحمه,have mercy
3087,الله,God
3088,تعالى,0
3089,"عليهما،",on them both!
3090,ومنهم,0
3091,الشيخ,Sheikh
3092,مَسرَ بُوبُ الزغرانيّ,Masira-Bobo-Ez-Zoghrâni
3093,صاحب,friend
3094,الفقيه,of the jurisconsult
3095,محمود بن عمر,Mahmud-ben-'Omar
3096,كان,He was
3097,عالماً,theologian
3098,فضلاً,eminent
3099,خيراً,good
3100,صالحاً,virtuous
3101,عابداً,pious
3102,نادر,hardly
3103,المثل,equal
3104,في,in
3105,قبيلته,his tribe
3106,لانّها,for it
3107,لا,hardly
3108,تعرف,is […] renouned
3109,بالصلاح,for […] virtue
3110,ولا,nor
3111,يحسن,for the purity of 
3112,الاسلام,its Islamism
3113,لازمه,was assiduous with him 
3114,الواعظ,the preacher
3115,الزاهد,the ascetic
3116,الفقيه,the jurisconsult
3117,عبد الرحمن,'Abderrahman
3118,بن,son of
3119,الفقيه,the jurisconsult
3120,محمود,Mahmud
3121,فى,in
3122,بداية,early days
3123,امره,0
3124,فاهتدى,he allowed himself to be led
3125,بهديه,by him
3126,واستمع,and collected
3127,من,of
3128,مواعظه,his sermons
3129,وقيل,It is said
3130,انّه,that
3131,كان,he was
3132,في,in
3133,مدرسته,his medrasa
3134,ذات يوم,one day
3135,فاذنه,he was told
3136,الناس,0
3137,بجنازة,of a funeral
3138,فقال,he asked
3139,من,who
3140,هو,is it
3141,قيل,he was told
3142,زغرانّي,A Zoghrâni
3143,قال,he continued
3144,نصلّى,I want to […] pray
3145,عليه,over him
3146,لاجل,in consideration of
3147,الشيخ,Sheikh
3148,مَسِرَ بُوبُ,Masira-Bobo
3149,فخرج,he went
3150,وصلّى,and prayed
3151,"عليه،",over the deceased
3152,ومنهم,0
3153,الشيخ,the sheikh
3154,العارف,the scholar
3155,بالله,in God
3156,تعالى,0
3157,الولّي,the saint
3158,المكاتفَ,the man of double sight
3159,صاحب,author
3160,الكرامات,of miracles
3161,الفقيه,the jurisconsult
3162,ابو عبد الله محمّد بن محمّد بن علي ابن موسى,'Abou-Abdallah-Mohammed -ben-Mohammed-ben-'Ali-ben-Mousa
3163,عريان الراس,'Oriân-er-râs (Bare Head)
3164,كان,he was
3165,من,of
3166,عباد,the […] servants
3167,الله,of God
3168,الصالحين,virtuous
3169,زاهداً,a […] ascetic
3170,سخياً,generous
3171,خرج,spent
3172,من,0
3173,ماله,his wealth
3174,كلّه,all
3175,صدقة,in alms
3176,لله,for the sake of God
3177,وياتيه,he received
3178,التدوّر,offerings
3179,والفتوحات,or gifts
3180,فلا,none
3181,يمسك,he kept
3182,منها شياً,none
3183,بل,and
3184,يتصدّق,gave
3185,بها,them
3186,الفقراء,to the poor
3187,والمساكين,and needy
3188,واشترى,he bought
3189,كثيراً,many
3190,من,0
3191,المماليك,slaves
3192,واعتقهم,and gave them their freedom
3193,لوجه,for the love of
3194,الله,God
3195,تعالى,0
3196,والدار,and the […] life
3197,الاخرة,future
3198,وليس له,he had no
3199,بوّاب,doorkeeper
3200,كلّ,everyone
3201,من,0
3202,جاء,0
3203,يدخل,entered
3204,بلا,without
3205,استيذان,asking permission
3206,يزوره,came to visit him
3207,الناس,people
3208,من,from
3209,كلّ,all
3210,فجّ,countries
3211,في,at
3212,كلّ,all
3213,ساعة,hours
3214,واكثرها,especially
3215,بعد,after
3216,صلاة العصر,the asr prayer
3217,من,on
3218,يوم الجمعة,Fridays
3219,واكثر,most often 
3220,الناس,the people
3221,زيارة,who visited
3222,له,him
3223,اهل,the people of
3224,المخزن,the Makhzen 
3225,الباشات,pashas
3226,فمن دونهم,lesser personages
3227,والعربان,and […] passing through
3228,المسافرون,travellers
3229,لما,0
3230,راوا4,0
3231,من,because of
3232,بركاته,his […] blessings
3233,كثيراً,many
3234,وهو,he was
3235,بين,at times
3236,انبساط,expansive
3237,وانقباض,concentrated
3238,اذا,in
3239,انبسط,his moments of expansion
3240,يتحدّث,he would tell
3241,لمن,those
3242,اغشاه,around him
3243,بعجائب,wonderful
3244,وغرائب,strange […] stories
3245,ويضحك,he would laugh
3246,ويفرط,0
3247,فيه,0
3248,وربّما,Sometimes
3249,يضرب,he would strike
3250,بيده,with his […] hand
3251,المباركة,blessed
3252,في,0
3253,يد,the hand
3254,من,of
3255,قابله,his interlocutor
3256,في,0
3257,المجلس,0
3258,في حالة الضحك,when he was laughing
3259,ويضع,and put
3260,يده,his […] hand
3261,اليسرى,left
3262,على,over
3263,فيه,his mouth
3264,وقد,0
3265,ضرب,hit
3266,في,on
3267,يدى,me on the hand
3268,كثيراً,often
3269,ومتى,when
3270,انقبض,he was concentrated
3271,لا,did not
3272,يتحدّث,say
3273,بشىء,anything
3274,سوى,and contented himself with
3275,الجواب,answering
3276,لمن,the one who
3277,تكلّم,spoke
3278,له,to him
3279,وأكثر,most often
3280,ما,what
3281,اسمعه,I heard him
3282,في,in
3283,تلك,these
3284,الحال,moments
3285,ما,what
3286,شاء,wants
3287,الله,God
3288,كان,will be
3289,وما,what
3290,لم,does not
3291,يشا,want
3292,لم,not
3293,يكن,will […] be
3294,او,or
3295,يقول,0
3296,حسبى,my support
